Year,CO2,CH4,N2O,CO,Unit
1351,3.93E-16,1.08E-15,5.07E-18,6.18E-16,W.m-2.kg-1
1352,3.93E-16,1.08E-15,5.03E-18,6.18E-16,W.m-2.kg-1
1353,3.93E-16,1.08E-15,4.99E-18,6.18E-16,W.m-2.kg-1
1354,3.93E-16,1.08E-15,4.95E-18,6.18E-16,W.m-2.kg-1
1355,3.93E-16,1.08E-15,4.91E-18,6.18E-16,W.m-2.kg-1
1356,3.93E-16,1.08E-15,4.87E-18,6.18E-16,W.m-2.kg-1
1357,3.93E-16,1.08E-15,4.83E-18,6.18E-16,W.m-2.kg-1
1358,3.93E-16,1.08E-15,4.79E-18,6.18E-16,W.m-2.kg-1
1359,3.93E-16,1.08E-15,4.75E-18,6.18E-16,W.m-2.kg-1
1360,3.93E-16,1.08E-15,4.71E-18,6.18E-16,W.m-2.kg-1
1361,3.93E-16,1.08E-15,4.67E-18,6.18E-16,W.m-2.kg-1
1362,3.93E-16,1.08E-15,4.63E-18,6.18E-16,W.m-2.kg-1
1363,3.93E-16,1.08E-15,4.60E-18,6.18E-16,W.m-2.kg-1
1364,3.93E-16,1.08E-15,4.56E-18,6.18E-16,W.m-2.kg-1
1365,3.93E-16,1.08E-15,4.52E-18,6.18E-16,W.m-2.kg-1
1366,3.93E-16,1.08E-15,4.48E-18,6.17E-16,W.m-2.kg-1
1367,3.93E-16,1.08E-15,4.45E-18,6.17E-16,W.m-2.kg-1
1368,3.93E-16,1.08E-15,4.41E-18,6.17E-16,W.m-2.kg-1
1369,3.93E-16,1.08E-15,4.37E-18,6.17E-16,W.m-2.kg-1
1370,3.93E-16,1.08E-15,4.34E-18,6.17E-16,W.m-2.kg-1
1371,3.93E-16,1.08E-15,4.30E-18,6.17E-16,W.m-2.kg-1
1372,3.93E-16,1.08E-15,4.27E-18,6.17E-16,W.m-2.kg-1
1373,3.93E-16,1.08E-15,4.23E-18,6.17E-16,W.m-2.kg-1
1374,3.93E-16,1.08E-15,4.20E-18,6.17E-16,W.m-2.kg-1
1375,3.93E-16,1.08E-15,4.16E-18,6.17E-16,W.m-2.kg-1
1376,3.93E-16,1.08E-15,4.13E-18,6.17E-16,W.m-2.kg-1
1377,3.93E-16,1.08E-15,4.09E-18,6.17E-16,W.m-2.kg-1
1378,3.93E-16,1.08E-15,4.06E-18,6.17E-16,W.m-2.kg-1
1379,3.93E-16,1.08E-15,4.03E-18,6.17E-16,W.m-2.kg-1
1380,3.93E-16,1.08E-15,3.99E-18,6.17E-16,W.m-2.kg-1
1381,3.92E-16,1.08E-15,3.96E-18,6.17E-16,W.m-2.kg-1
1382,3.92E-16,1.08E-15,3.93E-18,6.17E-16,W.m-2.kg-1
1383,3.92E-16,1.08E-15,3.90E-18,6.17E-16,W.m-2.kg-1
1384,3.92E-16,1.08E-15,3.86E-18,6.17E-16,W.m-2.kg-1
1385,3.92E-16,1.08E-15,3.83E-18,6.17E-16,W.m-2.kg-1
1386,3.92E-16,1.08E-15,3.80E-18,6.17E-16,W.m-2.kg-1
1387,3.92E-16,1.08E-15,3.77E-18,6.16E-16,W.m-2.kg-1
1388,3.92E-16,1.08E-15,3.74E-18,6.16E-16,W.m-2.kg-1
1389,3.92E-16,1.08E-15,3.71E-18,6.16E-16,W.m-2.kg-1
1390,3.92E-16,1.08E-15,3.68E-18,6.16E-16,W.m-2.kg-1
1391,3.92E-16,1.08E-15,3.65E-18,6.16E-16,W.m-2.kg-1
1392,3.92E-16,1.08E-15,3.62E-18,6.16E-16,W.m-2.kg-1
1393,3.92E-16,1.08E-15,3.59E-18,6.16E-16,W.m-2.kg-1
1394,3.92E-16,1.08E-15,3.56E-18,6.16E-16,W.m-2.kg-1
1395,3.92E-16,1.08E-15,3.53E-18,6.16E-16,W.m-2.kg-1
1396,3.92E-16,1.08E-15,3.50E-18,6.16E-16,W.m-2.kg-1
1397,3.92E-16,1.08E-15,3.47E-18,6.16E-16,W.m-2.kg-1
1398,3.92E-16,1.08E-15,3.44E-18,6.16E-16,W.m-2.kg-1
1399,3.92E-16,1.08E-15,3.41E-18,6.16E-16,W.m-2.kg-1
1400,3.92E-16,1.08E-15,3.38E-18,6.16E-16,W.m-2.kg-1
1401,3.92E-16,1.08E-15,3.36E-18,6.16E-16,W.m-2.kg-1
1402,3.92E-16,1.08E-15,3.33E-18,6.16E-16,W.m-2.kg-1
1403,3.92E-16,1.08E-15,3.30E-18,6.16E-16,W.m-2.kg-1
1404,3.92E-16,1.08E-15,3.27E-18,6.16E-16,W.m-2.kg-1
1405,3.92E-16,1.08E-15,3.25E-18,6.16E-16,W.m-2.kg-1
1406,3.92E-16,1.08E-15,3.22E-18,6.16E-16,W.m-2.kg-1
1407,3.92E-16,1.08E-15,3.19E-18,6.16E-16,W.m-2.kg-1
1408,3.92E-16,1.08E-15,3.17E-18,6.16E-16,W.m-2.kg-1
1409,3.92E-16,1.08E-15,3.14E-18,6.15E-16,W.m-2.kg-1
1410,3.92E-16,1.08E-15,3.12E-18,6.15E-16,W.m-2.kg-1
1411,3.92E-16,1.08E-15,3.09E-18,6.15E-16,W.m-2.kg-1
1412,3.92E-16,1.08E-15,3.06E-18,6.15E-16,W.m-2.kg-1
1413,3.92E-16,1.08E-15,3.04E-18,6.15E-16,W.m-2.kg-1
1414,3.92E-16,1.08E-15,3.01E-18,6.15E-16,W.m-2.kg-1
1415,3.92E-16,1.08E-15,2.99E-18,6.15E-16,W.m-2.kg-1
1416,3.91E-16,1.08E-15,2.97E-18,6.15E-16,W.m-2.kg-1
1417,3.91E-16,1.08E-15,2.94E-18,6.15E-16,W.m-2.kg-1
1418,3.91E-16,1.08E-15,2.92E-18,6.15E-16,W.m-2.kg-1
1419,3.91E-16,1.08E-15,2.89E-18,6.15E-16,W.m-2.kg-1
1420,3.91E-16,1.08E-15,2.87E-18,6.15E-16,W.m-2.kg-1
1421,3.91E-16,1.08E-15,2.85E-18,6.15E-16,W.m-2.kg-1
1422,3.91E-16,1.08E-15,2.82E-18,6.15E-16,W.m-2.kg-1
1423,3.91E-16,1.08E-15,2.80E-18,6.15E-16,W.m-2.kg-1
1424,3.91E-16,1.08E-15,2.78E-18,6.15E-16,W.m-2.kg-1
1425,3.91E-16,1.08E-15,2.75E-18,6.15E-16,W.m-2.kg-1
1426,3.91E-16,1.08E-15,2.73E-18,6.15E-16,W.m-2.kg-1
1427,3.91E-16,1.08E-15,2.71E-18,6.15E-16,W.m-2.kg-1
1428,3.91E-16,1.08E-15,2.69E-18,6.15E-16,W.m-2.kg-1
1429,3.91E-16,1.08E-15,2.66E-18,6.15E-16,W.m-2.kg-1
1430,3.91E-16,1.08E-15,2.64E-18,6.15E-16,W.m-2.kg-1
1431,3.91E-16,1.08E-15,2.62E-18,6.15E-16,W.m-2.kg-1
1432,3.91E-16,1.08E-15,2.60E-18,6.15E-16,W.m-2.kg-1
1433,3.91E-16,1.08E-15,2.58E-18,6.14E-16,W.m-2.kg-1
1434,3.91E-16,1.08E-15,2.56E-18,6.14E-16,W.m-2.kg-1
1435,3.91E-16,1.08E-15,2.53E-18,6.14E-16,W.m-2.kg-1
1436,3.91E-16,1.08E-15,2.51E-18,6.14E-16,W.m-2.kg-1
1437,3.91E-16,1.08E-15,2.49E-18,6.14E-16,W.m-2.kg-1
1438,3.91E-16,1.08E-15,2.47E-18,6.14E-16,W.m-2.kg-1
1439,3.91E-16,1.08E-15,2.45E-18,6.14E-16,W.m-2.kg-1
1440,3.91E-16,1.08E-15,2.43E-18,6.14E-16,W.m-2.kg-1
1441,3.91E-16,1.08E-15,2.41E-18,6.14E-16,W.m-2.kg-1
1442,3.91E-16,1.08E-15,2.39E-18,6.14E-16,W.m-2.kg-1
1443,3.91E-16,1.08E-15,2.37E-18,6.14E-16,W.m-2.kg-1
1444,3.91E-16,1.08E-15,2.35E-18,6.14E-16,W.m-2.kg-1
1445,3.91E-16,1.08E-15,2.33E-18,6.14E-16,W.m-2.kg-1
1446,3.91E-16,1.08E-15,2.31E-18,6.14E-16,W.m-2.kg-1
1447,3.91E-16,1.08E-15,2.30E-18,6.14E-16,W.m-2.kg-1
1448,3.91E-16,1.08E-15,2.28E-18,6.14E-16,W.m-2.kg-1
1449,3.91E-16,1.08E-15,2.26E-18,6.14E-16,W.m-2.kg-1
1450,3.91E-16,1.07E-15,2.24E-18,6.14E-16,W.m-2.kg-1
1451,3.91E-16,1.07E-15,2.22E-18,6.14E-16,W.m-2.kg-1
1452,3.91E-16,1.07E-15,2.20E-18,6.14E-16,W.m-2.kg-1
1453,3.91E-16,1.07E-15,2.18E-18,6.14E-16,W.m-2.kg-1
1454,3.90E-16,1.07E-15,2.17E-18,6.14E-16,W.m-2.kg-1
1455,3.90E-16,1.07E-15,2.15E-18,6.14E-16,W.m-2.kg-1
1456,3.90E-16,1.07E-15,2.13E-18,6.14E-16,W.m-2.kg-1
1457,3.90E-16,1.07E-15,2.11E-18,6.14E-16,W.m-2.kg-1
1458,3.90E-16,1.07E-15,2.10E-18,6.13E-16,W.m-2.kg-1
1459,3.90E-16,1.07E-15,2.08E-18,6.13E-16,W.m-2.kg-1
1460,3.90E-16,1.07E-15,2.06E-18,6.13E-16,W.m-2.kg-1
1461,3.90E-16,1.07E-15,2.04E-18,6.13E-16,W.m-2.kg-1
1462,3.90E-16,1.07E-15,2.03E-18,6.13E-16,W.m-2.kg-1
1463,3.90E-16,1.07E-15,2.01E-18,6.13E-16,W.m-2.kg-1
1464,3.90E-16,1.07E-15,1.99E-18,6.13E-16,W.m-2.kg-1
1465,3.90E-16,1.07E-15,1.98E-18,6.13E-16,W.m-2.kg-1
1466,3.90E-16,1.07E-15,1.96E-18,6.13E-16,W.m-2.kg-1
1467,3.90E-16,1.07E-15,1.95E-18,6.13E-16,W.m-2.kg-1
1468,3.90E-16,1.07E-15,1.93E-18,6.13E-16,W.m-2.kg-1
1469,3.90E-16,1.07E-15,1.91E-18,6.13E-16,W.m-2.kg-1
1470,3.90E-16,1.07E-15,1.90E-18,6.13E-16,W.m-2.kg-1
1471,3.90E-16,1.07E-15,1.88E-18,6.13E-16,W.m-2.kg-1
1472,3.90E-16,1.07E-15,1.87E-18,6.13E-16,W.m-2.kg-1
1473,3.90E-16,1.07E-15,1.85E-18,6.13E-16,W.m-2.kg-1
1474,3.90E-16,1.07E-15,1.84E-18,6.13E-16,W.m-2.kg-1
1475,3.90E-16,1.07E-15,1.82E-18,6.13E-16,W.m-2.kg-1
1476,3.90E-16,1.07E-15,1.81E-18,6.13E-16,W.m-2.kg-1
1477,3.90E-16,1.07E-15,1.79E-18,6.13E-16,W.m-2.kg-1
1478,3.90E-16,1.07E-15,1.78E-18,6.13E-16,W.m-2.kg-1
1479,3.90E-16,1.07E-15,1.76E-18,6.13E-16,W.m-2.kg-1
1480,3.90E-16,1.07E-15,1.75E-18,6.13E-16,W.m-2.kg-1
1481,3.90E-16,1.07E-15,1.73E-18,6.13E-16,W.m-2.kg-1
1482,3.90E-16,1.07E-15,1.72E-18,6.13E-16,W.m-2.kg-1
1483,3.90E-16,1.07E-15,1.70E-18,6.13E-16,W.m-2.kg-1
1484,3.90E-16,1.07E-15,1.69E-18,6.12E-16,W.m-2.kg-1
1485,3.90E-16,1.07E-15,1.68E-18,6.12E-16,W.m-2.kg-1
1486,3.90E-16,1.07E-15,1.66E-18,6.12E-16,W.m-2.kg-1
1487,3.90E-16,1.07E-15,1.65E-18,6.12E-16,W.m-2.kg-1
1488,3.90E-16,1.07E-15,1.64E-18,6.12E-16,W.m-2.kg-1
1489,3.90E-16,1.07E-15,1.62E-18,6.12E-16,W.m-2.kg-1
1490,3.90E-16,1.07E-15,1.61E-18,6.12E-16,W.m-2.kg-1
1491,3.90E-16,1.07E-15,1.60E-18,6.12E-16,W.m-2.kg-1
1492,3.90E-16,1.07E-15,1.58E-18,6.12E-16,W.m-2.kg-1
1493,3.90E-16,1.07E-15,1.57E-18,6.12E-16,W.m-2.kg-1
1494,3.90E-16,1.07E-15,1.56E-18,6.12E-16,W.m-2.kg-1
1495,3.90E-16,1.07E-15,1.54E-18,6.12E-16,W.m-2.kg-1
1496,3.89E-16,1.07E-15,1.53E-18,6.12E-16,W.m-2.kg-1
1497,3.89E-16,1.07E-15,1.52E-18,6.12E-16,W.m-2.kg-1
1498,3.89E-16,1.07E-15,1.51E-18,6.12E-16,W.m-2.kg-1
1499,3.89E-16,1.07E-15,1.49E-18,6.12E-16,W.m-2.kg-1
1500,3.89E-16,1.07E-15,1.48E-18,6.12E-16,W.m-2.kg-1
1501,3.89E-16,1.07E-15,1.47E-18,6.12E-16,W.m-2.kg-1
1502,3.89E-16,1.07E-15,1.46E-18,6.12E-16,W.m-2.kg-1
1503,3.89E-16,1.07E-15,1.44E-18,6.12E-16,W.m-2.kg-1
1504,3.89E-16,1.07E-15,1.43E-18,6.12E-16,W.m-2.kg-1
1505,3.89E-16,1.07E-15,1.42E-18,6.12E-16,W.m-2.kg-1
1506,3.89E-16,1.07E-15,1.41E-18,6.12E-16,W.m-2.kg-1
1507,3.89E-16,1.07E-15,1.40E-18,6.12E-16,W.m-2.kg-1
1508,3.89E-16,1.07E-15,1.39E-18,6.12E-16,W.m-2.kg-1
1509,3.89E-16,1.07E-15,1.37E-18,6.12E-16,W.m-2.kg-1
1510,3.89E-16,1.07E-15,1.36E-18,6.12E-16,W.m-2.kg-1
1511,3.89E-16,1.07E-15,1.35E-18,6.12E-16,W.m-2.kg-1
1512,3.89E-16,1.07E-15,1.34E-18,6.12E-16,W.m-2.kg-1
1513,3.89E-16,1.07E-15,1.33E-18,6.11E-16,W.m-2.kg-1
1514,3.89E-16,1.07E-15,1.32E-18,6.11E-16,W.m-2.kg-1
1515,3.89E-16,1.07E-15,1.31E-18,6.11E-16,W.m-2.kg-1
1516,3.89E-16,1.07E-15,1.30E-18,6.11E-16,W.m-2.kg-1
1517,3.89E-16,1.07E-15,1.29E-18,6.11E-16,W.m-2.kg-1
1518,3.89E-16,1.07E-15,1.28E-18,6.11E-16,W.m-2.kg-1
1519,3.89E-16,1.07E-15,1.27E-18,6.11E-16,W.m-2.kg-1
1520,3.89E-16,1.07E-15,1.26E-18,6.11E-16,W.m-2.kg-1
1521,3.89E-16,1.07E-15,1.25E-18,6.11E-16,W.m-2.kg-1
1522,3.89E-16,1.07E-15,1.23E-18,6.11E-16,W.m-2.kg-1
1523,3.89E-16,1.07E-15,1.22E-18,6.11E-16,W.m-2.kg-1
1524,3.89E-16,1.07E-15,1.21E-18,6.11E-16,W.m-2.kg-1
1525,3.89E-16,1.07E-15,1.20E-18,6.11E-16,W.m-2.kg-1
1526,3.89E-16,1.07E-15,1.19E-18,6.11E-16,W.m-2.kg-1
1527,3.89E-16,1.07E-15,1.18E-18,6.11E-16,W.m-2.kg-1
1528,3.89E-16,1.07E-15,1.18E-18,6.11E-16,W.m-2.kg-1
1529,3.89E-16,1.07E-15,1.17E-18,6.11E-16,W.m-2.kg-1
1530,3.89E-16,1.07E-15,1.16E-18,6.11E-16,W.m-2.kg-1
1531,3.89E-16,1.07E-15,1.15E-18,6.11E-16,W.m-2.kg-1
1532,3.89E-16,1.07E-15,1.14E-18,6.11E-16,W.m-2.kg-1
1533,3.89E-16,1.07E-15,1.13E-18,6.11E-16,W.m-2.kg-1
1534,3.89E-16,1.07E-15,1.12E-18,6.11E-16,W.m-2.kg-1
1535,3.89E-16,1.07E-15,1.11E-18,6.11E-16,W.m-2.kg-1
1536,3.89E-16,1.07E-15,1.10E-18,6.11E-16,W.m-2.kg-1
1537,3.89E-16,1.07E-15,1.09E-18,6.11E-16,W.m-2.kg-1
1538,3.89E-16,1.07E-15,1.08E-18,6.11E-16,W.m-2.kg-1
1539,3.89E-16,1.07E-15,1.07E-18,6.11E-16,W.m-2.kg-1
1540,3.89E-16,1.07E-15,1.06E-18,6.11E-16,W.m-2.kg-1
1541,3.89E-16,1.07E-15,1.06E-18,6.11E-16,W.m-2.kg-1
1542,3.89E-16,1.07E-15,1.05E-18,6.11E-16,W.m-2.kg-1
1543,3.89E-16,1.07E-15,1.04E-18,6.11E-16,W.m-2.kg-1
1544,3.88E-16,1.07E-15,1.03E-18,6.10E-16,W.m-2.kg-1
1545,3.88E-16,1.07E-15,1.02E-18,6.10E-16,W.m-2.kg-1
1546,3.88E-16,1.07E-15,1.01E-18,6.10E-16,W.m-2.kg-1
1547,3.88E-16,1.07E-15,1.00E-18,6.10E-16,W.m-2.kg-1
1548,3.88E-16,1.07E-15,9.96E-19,6.10E-16,W.m-2.kg-1
1549,3.88E-16,1.07E-15,9.88E-19,6.10E-16,W.m-2.kg-1
1550,3.88E-16,1.07E-15,9.80E-19,6.10E-16,W.m-2.kg-1
1551,3.88E-16,1.07E-15,9.72E-19,6.10E-16,W.m-2.kg-1
1552,3.88E-16,1.07E-15,9.64E-19,6.10E-16,W.m-2.kg-1
1553,3.88E-16,1.07E-15,9.56E-19,6.10E-16,W.m-2.kg-1
1554,3.88E-16,1.07E-15,9.48E-19,6.10E-16,W.m-2.kg-1
1555,3.88E-16,1.07E-15,9.40E-19,6.10E-16,W.m-2.kg-1
1556,3.88E-16,1.07E-15,9.32E-19,6.10E-16,W.m-2.kg-1
1557,3.88E-16,1.07E-15,9.25E-19,6.10E-16,W.m-2.kg-1
1558,3.88E-16,1.07E-15,9.17E-19,6.10E-16,W.m-2.kg-1
1559,3.88E-16,1.07E-15,9.10E-19,6.10E-16,W.m-2.kg-1
1560,3.88E-16,1.07E-15,9.02E-19,6.10E-16,W.m-2.kg-1
1561,3.88E-16,1.07E-15,8.95E-19,6.10E-16,W.m-2.kg-1
1562,3.88E-16,1.07E-15,8.87E-19,6.10E-16,W.m-2.kg-1
1563,3.88E-16,1.07E-15,8.80E-19,6.10E-16,W.m-2.kg-1
1564,3.88E-16,1.07E-15,8.73E-19,6.10E-16,W.m-2.kg-1
1565,3.88E-16,1.07E-15,8.66E-19,6.10E-16,W.m-2.kg-1
1566,3.88E-16,1.07E-15,8.58E-19,6.10E-16,W.m-2.kg-1
1567,3.88E-16,1.07E-15,8.51E-19,6.10E-16,W.m-2.kg-1
1568,3.88E-16,1.07E-15,8.44E-19,6.10E-16,W.m-2.kg-1
1569,3.88E-16,1.07E-15,8.37E-19,6.10E-16,W.m-2.kg-1
1570,3.88E-16,1.07E-15,8.30E-19,6.10E-16,W.m-2.kg-1
1571,3.88E-16,1.07E-15,8.24E-19,6.10E-16,W.m-2.kg-1
1572,3.88E-16,1.07E-15,8.17E-19,6.10E-16,W.m-2.kg-1
1573,3.88E-16,1.07E-15,8.10E-19,6.10E-16,W.m-2.kg-1
1574,3.88E-16,1.07E-15,8.03E-19,6.10E-16,W.m-2.kg-1
1575,3.88E-16,1.07E-15,7.97E-19,6.10E-16,W.m-2.kg-1
1576,3.88E-16,1.07E-15,7.90E-19,6.10E-16,W.m-2.kg-1
1577,3.88E-16,1.07E-15,7.84E-19,6.09E-16,W.m-2.kg-1
1578,3.88E-16,1.07E-15,7.77E-19,6.09E-16,W.m-2.kg-1
1579,3.88E-16,1.07E-15,7.71E-19,6.09E-16,W.m-2.kg-1
1580,3.88E-16,1.07E-15,7.65E-19,6.09E-16,W.m-2.kg-1
1581,3.88E-16,1.07E-15,7.58E-19,6.09E-16,W.m-2.kg-1
1582,3.88E-16,1.07E-15,7.52E-19,6.09E-16,W.m-2.kg-1
1583,3.88E-16,1.07E-15,7.46E-19,6.09E-16,W.m-2.kg-1
1584,3.88E-16,1.07E-15,7.40E-19,6.09E-16,W.m-2.kg-1
1585,3.88E-16,1.07E-15,7.34E-19,6.09E-16,W.m-2.kg-1
1586,3.88E-16,1.07E-15,7.28E-19,6.09E-16,W.m-2.kg-1
1587,3.88E-16,1.07E-15,7.22E-19,6.09E-16,W.m-2.kg-1
1588,3.88E-16,1.07E-15,7.16E-19,6.09E-16,W.m-2.kg-1
1589,3.88E-16,1.07E-15,7.10E-19,6.09E-16,W.m-2.kg-1
1590,3.88E-16,1.07E-15,7.04E-19,6.09E-16,W.m-2.kg-1
1591,3.88E-16,1.07E-15,6.98E-19,6.09E-16,W.m-2.kg-1
1592,3.88E-16,1.07E-15,6.92E-19,6.09E-16,W.m-2.kg-1
1593,3.88E-16,1.07E-15,6.87E-19,6.09E-16,W.m-2.kg-1
1594,3.88E-16,1.07E-15,6.81E-19,6.09E-16,W.m-2.kg-1
1595,3.88E-16,1.07E-15,6.75E-19,6.09E-16,W.m-2.kg-1
1596,3.88E-16,1.07E-15,6.70E-19,6.09E-16,W.m-2.kg-1
1597,3.87E-16,1.07E-15,6.64E-19,6.09E-16,W.m-2.kg-1
1598,3.87E-16,1.07E-15,6.59E-19,6.09E-16,W.m-2.kg-1
1599,3.87E-16,1.07E-15,6.53E-19,6.09E-16,W.m-2.kg-1
1600,3.87E-16,1.07E-15,6.48E-19,6.09E-16,W.m-2.kg-1
1601,3.87E-16,1.07E-15,6.43E-19,6.09E-16,W.m-2.kg-1
1602,3.87E-16,1.07E-15,6.37E-19,6.09E-16,W.m-2.kg-1
1603,3.87E-16,1.07E-15,6.32E-19,6.09E-16,W.m-2.kg-1
1604,3.87E-16,1.07E-15,6.27E-19,6.09E-16,W.m-2.kg-1
1605,3.87E-16,1.07E-15,6.22E-19,6.09E-16,W.m-2.kg-1
1606,3.87E-16,1.07E-15,6.17E-19,6.09E-16,W.m-2.kg-1
1607,3.87E-16,1.07E-15,6.12E-19,6.09E-16,W.m-2.kg-1
1608,3.87E-16,1.07E-15,6.07E-19,6.09E-16,W.m-2.kg-1
1609,3.87E-16,1.07E-15,6.02E-19,6.09E-16,W.m-2.kg-1
1610,3.87E-16,1.07E-15,5.97E-19,6.09E-16,W.m-2.kg-1
1611,3.87E-16,1.07E-15,5.92E-19,6.09E-16,W.m-2.kg-1
1612,3.87E-16,1.07E-15,5.87E-19,6.09E-16,W.m-2.kg-1
1613,3.87E-16,1.07E-15,5.82E-19,6.08E-16,W.m-2.kg-1
1614,3.87E-16,1.07E-15,5.77E-19,6.08E-16,W.m-2.kg-1
1615,3.87E-16,1.07E-15,5.73E-19,6.08E-16,W.m-2.kg-1
1616,3.87E-16,1.07E-15,5.68E-19,6.08E-16,W.m-2.kg-1
1617,3.87E-16,1.07E-15,5.63E-19,6.08E-16,W.m-2.kg-1
1618,3.87E-16,1.07E-15,5.59E-19,6.08E-16,W.m-2.kg-1
1619,3.87E-16,1.07E-15,5.54E-19,6.08E-16,W.m-2.kg-1
1620,3.87E-16,1.07E-15,5.49E-19,6.08E-16,W.m-2.kg-1
1621,3.87E-16,1.07E-15,5.45E-19,6.08E-16,W.m-2.kg-1
1622,3.87E-16,1.07E-15,5.40E-19,6.08E-16,W.m-2.kg-1
1623,3.87E-16,1.06E-15,5.36E-19,6.08E-16,W.m-2.kg-1
1624,3.87E-16,1.06E-15,5.32E-19,6.08E-16,W.m-2.kg-1
1625,3.87E-16,1.06E-15,5.27E-19,6.08E-16,W.m-2.kg-1
1626,3.87E-16,1.06E-15,5.23E-19,6.08E-16,W.m-2.kg-1
1627,3.87E-16,1.06E-15,5.18E-19,6.08E-16,W.m-2.kg-1
1628,3.87E-16,1.06E-15,5.14E-19,6.08E-16,W.m-2.kg-1
1629,3.87E-16,1.06E-15,5.10E-19,6.08E-16,W.m-2.kg-1
1630,3.87E-16,1.06E-15,5.06E-19,6.08E-16,W.m-2.kg-1
1631,3.87E-16,1.06E-15,5.02E-19,6.08E-16,W.m-2.kg-1
1632,3.87E-16,1.06E-15,4.98E-19,6.08E-16,W.m-2.kg-1
1633,3.87E-16,1.06E-15,4.93E-19,6.08E-16,W.m-2.kg-1
1634,3.87E-16,1.06E-15,4.89E-19,6.08E-16,W.m-2.kg-1
1635,3.87E-16,1.06E-15,4.85E-19,6.08E-16,W.m-2.kg-1
1636,3.87E-16,1.06E-15,4.81E-19,6.08E-16,W.m-2.kg-1
1637,3.87E-16,1.06E-15,4.77E-19,6.08E-16,W.m-2.kg-1
1638,3.87E-16,1.06E-15,4.73E-19,6.08E-16,W.m-2.kg-1
1639,3.87E-16,1.06E-15,4.70E-19,6.08E-16,W.m-2.kg-1
1640,3.87E-16,1.06E-15,4.66E-19,6.08E-16,W.m-2.kg-1
1641,3.87E-16,1.06E-15,4.62E-19,6.08E-16,W.m-2.kg-1
1642,3.87E-16,1.06E-15,4.58E-19,6.08E-16,W.m-2.kg-1
1643,3.87E-16,1.06E-15,4.54E-19,6.08E-16,W.m-2.kg-1
1644,3.87E-16,1.06E-15,4.51E-19,6.08E-16,W.m-2.kg-1
1645,3.87E-16,1.06E-15,4.47E-19,6.08E-16,W.m-2.kg-1
1646,3.87E-16,1.06E-15,4.43E-19,6.08E-16,W.m-2.kg-1
1647,3.87E-16,1.06E-15,4.40E-19,6.08E-16,W.m-2.kg-1
1648,3.87E-16,1.06E-15,4.36E-19,6.08E-16,W.m-2.kg-1
1649,3.87E-16,1.06E-15,4.32E-19,6.08E-16,W.m-2.kg-1
1650,3.87E-16,1.06E-15,4.29E-19,6.08E-16,W.m-2.kg-1
1651,3.87E-16,1.06E-15,4.25E-19,6.08E-16,W.m-2.kg-1
1652,3.87E-16,1.06E-15,4.22E-19,6.08E-16,W.m-2.kg-1
1653,3.87E-16,1.06E-15,4.18E-19,6.07E-16,W.m-2.kg-1
1654,3.87E-16,1.06E-15,4.15E-19,6.07E-16,W.m-2.kg-1
1655,3.87E-16,1.06E-15,4.11E-19,6.07E-16,W.m-2.kg-1
1656,3.87E-16,1.06E-15,4.08E-19,6.07E-16,W.m-2.kg-1
1657,3.87E-16,1.06E-15,4.05E-19,6.07E-16,W.m-2.kg-1
1658,3.87E-16,1.06E-15,4.01E-19,6.07E-16,W.m-2.kg-1
1659,3.86E-16,1.06E-15,3.98E-19,6.07E-16,W.m-2.kg-1
1660,3.86E-16,1.06E-15,3.95E-19,6.07E-16,W.m-2.kg-1
1661,3.86E-16,1.06E-15,3.91E-19,6.07E-16,W.m-2.kg-1
1662,3.86E-16,1.06E-15,3.88E-19,6.07E-16,W.m-2.kg-1
1663,3.86E-16,1.06E-15,3.85E-19,6.07E-16,W.m-2.kg-1
1664,3.86E-16,1.06E-15,3.82E-19,6.07E-16,W.m-2.kg-1
1665,3.86E-16,1.06E-15,3.79E-19,6.07E-16,W.m-2.kg-1
1666,3.86E-16,1.06E-15,3.76E-19,6.07E-16,W.m-2.kg-1
1667,3.86E-16,1.06E-15,3.73E-19,6.07E-16,W.m-2.kg-1
1668,3.86E-16,1.06E-15,3.69E-19,6.07E-16,W.m-2.kg-1
1669,3.86E-16,1.06E-15,3.66E-19,6.07E-16,W.m-2.kg-1
1670,3.86E-16,1.06E-15,3.63E-19,6.07E-16,W.m-2.kg-1
1671,3.86E-16,1.06E-15,3.60E-19,6.07E-16,W.m-2.kg-1
1672,3.86E-16,1.06E-15,3.57E-19,6.07E-16,W.m-2.kg-1
1673,3.86E-16,1.06E-15,3.55E-19,6.07E-16,W.m-2.kg-1
1674,3.86E-16,1.06E-15,3.52E-19,6.07E-16,W.m-2.kg-1
1675,3.86E-16,1.06E-15,3.49E-19,6.07E-16,W.m-2.kg-1
1676,3.86E-16,1.06E-15,3.46E-19,6.07E-16,W.m-2.kg-1
1677,3.86E-16,1.06E-15,3.43E-19,6.07E-16,W.m-2.kg-1
1678,3.86E-16,1.06E-15,3.40E-19,6.07E-16,W.m-2.kg-1
1679,3.86E-16,1.06E-15,3.37E-19,6.07E-16,W.m-2.kg-1
1680,3.86E-16,1.06E-15,3.35E-19,6.07E-16,W.m-2.kg-1
1681,3.86E-16,1.06E-15,3.32E-19,6.07E-16,W.m-2.kg-1
1682,3.86E-16,1.06E-15,3.29E-19,6.07E-16,W.m-2.kg-1
